================================================================================
TCP Conversations
Filter:<No Filter>
                                                           |       <-      | |       ->      | |     Total     |    Relative    |   Duration   |
                                                           | Frames  Bytes | | Frames  Bytes | | Frames  Bytes |      Start     |              |
127.0.0.1:38028            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    11.866576000         0.0002
127.0.0.1:38030            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    11.867083000         0.0001
127.0.0.1:38036            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.145052000         0.0001
127.0.0.1:38038            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.147705000         0.0001
127.0.0.1:38040            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.149966000         0.0001
127.0.0.1:38058            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.591571000         0.0002
127.0.0.1:38062            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.875862000         0.0001
127.0.0.1:38064            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    12.875862000         0.0001
127.0.0.1:38068            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.149251000         0.0002
127.0.0.1:38070            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.150725000         0.0001
127.0.0.1:38074            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.153067000         0.0001
127.0.0.1:38094            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.573872000         0.0001
127.0.0.1:38106            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.882486000         0.0001
127.0.0.1:38108            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    13.884441000         0.0001
127.0.0.1:38112            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.156254000         0.0002
127.0.0.1:38114            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.156601000         0.0001
127.0.0.1:38116            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.158107000         0.0001
127.0.0.1:38120            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.576692000         0.0000
127.0.0.1:38122            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.889100000         0.0001
127.0.0.1:38124            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    14.891643000         0.0001
127.0.0.1:38134            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.159800000         0.0001
127.0.0.1:38136            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.160088000         0.0001
127.0.0.1:38138            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.160905000         0.0000
127.0.0.1:38164            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.580732000         0.0001
127.0.0.1:38166            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.897526000         0.0001
127.0.0.1:38168            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    15.899316000         0.0001
127.0.0.1:38174            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.163871000         0.0001
127.0.0.1:38172            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.163855000         0.0001
127.0.0.1:38176            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.164351000         0.0001
127.0.0.1:38184            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.584857000         0.0001
127.0.0.1:38204            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.905923000         0.0001
127.0.0.1:38206            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    16.907065000         0.0001
127.0.0.1:38214            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.168274000         0.0001
127.0.0.1:38218            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.168445000         0.0001
127.0.0.1:38216            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.169028000         0.0001
127.0.0.1:38224            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.589330000         0.0002
127.0.0.1:38238            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.910200000         0.0001
127.0.0.1:38240            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    17.914908000         0.0001
192.168.1.16:37348         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    18.047682000         0.0340
192.168.1.16:37354         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    18.082464000         0.0306
127.0.0.1:38270            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.176800000         0.0001
127.0.0.1:38272            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.178016000         0.0001
127.0.0.1:38274            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.178293000         0.0000
192.168.1.16:45876         <-> 103.45.129.234:30176             1 66 bytes        1 80 bytes        2 146 bytes    18.245167000         0.0299
192.168.1.16:45400         <-> 103.120.90.66:30176              1 66 bytes        1 80 bytes        2 146 bytes    18.337097000         0.0516
127.0.0.1:38312            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.574601000         0.0002
127.0.0.1:38314            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.917707000         0.0001
127.0.0.1:38316            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    18.921944000         0.0001
192.168.1.16:41214         <-> 103.120.90.46:30146              1 66 bytes        1 80 bytes        2 146 bytes    19.143591000         0.0336
192.168.1.16:39714         <-> 103.45.129.234:30146             1 66 bytes        1 80 bytes        2 146 bytes    19.144957000         0.0340
127.0.0.1:38376            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.181337000         0.0001
127.0.0.1:38380            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.186836000         0.0001
127.0.0.1:38382            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.187363000         0.0000
127.0.0.1:38392            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.577483000         0.0001
127.0.0.1:38398            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.923862000         0.0001
127.0.0.1:38400            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    19.926866000         0.0001
192.168.1.16:42132         <-> 103.120.90.33:30160              1 66 bytes        1 80 bytes        2 146 bytes    19.983627000         0.0303
192.168.1.16:40464         <-> 103.45.129.234:30160             1 66 bytes        1 80 bytes        2 146 bytes    19.985318000         0.0275
127.0.0.1:38456            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.185295000         0.0001
127.0.0.1:38458            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.189916000         0.0001
127.0.0.1:38460            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.190458000         0.0001
127.0.0.1:38464            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.580746000         0.0001
127.0.0.1:38468            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.931111000         0.0001
127.0.0.1:38470            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    20.933585000         0.0001
192.168.1.16:38508         <-> 103.120.90.51:30138              1 66 bytes        1 80 bytes        2 146 bytes    21.086182000         0.0326
127.0.0.1:38480            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.189105000         0.0001
127.0.0.1:38482            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.192274000         0.0001
127.0.0.1:38484            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.193410000         0.0001
127.0.0.1:38500            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.584644000         0.0001
127.0.0.1:38502            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.937025000         0.0001
127.0.0.1:38504            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    21.940480000         0.0001
127.0.0.1:38506            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.199262000         0.0002
127.0.0.1:38508            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.203344000         0.0000
127.0.0.1:38510            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.207331000         0.0001
192.168.1.16:39920         <-> 103.45.129.234:30122             1 66 bytes        1 80 bytes        2 146 bytes    22.476569000         0.0316
192.168.1.16:42194         <-> 103.120.90.85:30122              1 66 bytes        1 80 bytes        2 146 bytes    22.476911000         0.1098
127.0.0.1:38576            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.588800000         0.0001
127.0.0.1:38580            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.940587000         0.0001
127.0.0.1:38582            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    22.946967000         0.0001
127.0.0.1:38586            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.210496000         0.0001
127.0.0.1:38588            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.210806000         0.0000
127.0.0.1:38590            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.211013000         0.0000
127.0.0.1:38610            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.573928000         0.0001
127.0.0.1:38624            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.948128000         0.0001
127.0.0.1:38626            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    23.954372000         0.0000
127.0.0.1:38638            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.213963000         0.0001
127.0.0.1:38640            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.214497000         0.0000
127.0.0.1:38642            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.215660000         0.0000
192.168.1.16:43878         <-> 103.120.90.51:30139              1 66 bytes        1 80 bytes        2 146 bytes    24.246242000         0.0323
192.168.1.16:45208         <-> 103.45.129.234:30139             1 66 bytes        1 80 bytes        2 146 bytes    24.335436000         0.0293
127.0.0.1:38674            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.577796000         0.0001
127.0.0.1:38680            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.959018000         0.0002
127.0.0.1:38682            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    24.960586000         0.0001
127.0.0.1:38694            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.217907000         0.0001
127.0.0.1:38696            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.218208000         0.0000
127.0.0.1:38698            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.218631000         0.0001
127.0.0.1:38720            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.581814000         0.0001
127.0.0.1:38728            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.968192000         0.0002
127.0.0.1:38730            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    25.968794000         0.0001
127.0.0.1:38734            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.223363000         0.0001
127.0.0.1:38736            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.224047000         0.0001
127.0.0.1:38738            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.226181000         0.0001
127.0.0.1:38742            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.586267000         0.0002
127.0.0.1:38750            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.977348000         0.0001
127.0.0.1:38752            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    26.977968000         0.0001
192.168.1.16:37866         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    27.168671000         0.0277
127.0.0.1:38772            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.229077000         0.0001
127.0.0.1:38774            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.230817000         0.0000
127.0.0.1:38776            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.231151000         0.0000
192.168.1.16:37880         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    27.486277000         0.0379
127.0.0.1:38798            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.590323000         0.0001
192.168.1.16:37182         <-> 103.120.90.46:30145              1 66 bytes        1 80 bytes        2 146 bytes    27.655584000         0.0296
127.0.0.1:38832            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.986468000         0.0001
127.0.0.1:38834            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    27.988403000         0.0001
192.168.1.16:37946         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    28.141614000         0.0288
192.168.1.16:37948         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    28.171536000         0.0289
127.0.0.1:38852            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.232803000         0.0001
127.0.0.1:38854            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.234040000         0.0000
127.0.0.1:38856            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.234239000         0.0000
192.168.1.16:40556         <-> 103.120.90.33:30164              1 66 bytes        1 80 bytes        2 146 bytes    28.458431000         0.0281
192.168.1.16:44928         <-> 103.45.129.234:30164             1 66 bytes        1 80 bytes        2 146 bytes    28.522333000         0.0279
127.0.0.1:38906            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.573217000         0.0001
127.0.0.1:38910            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.994298000         0.0001
127.0.0.1:38908            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    28.994298000         0.0001
127.0.0.1:38916            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    29.237491000         0.0001
127.0.0.1:38918            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    29.239894000         0.0001
127.0.0.1:38920            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    29.241084000         0.0001
192.168.1.16:41802         <-> 103.120.90.46:30146              1 66 bytes        1 80 bytes        2 146 bytes    29.280918000         0.0305
192.168.1.16:40296         <-> 103.45.129.234:30146             1 66 bytes        1 80 bytes        2 146 bytes    29.282628000         0.0289
127.0.0.1:38984            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    29.576083000         0.0001
127.0.0.1:38988            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.000538000         0.0001
127.0.0.1:38990            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.001417000         0.0001
127.0.0.1:39012            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.242185000         0.0001
127.0.0.1:39014            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.243962000         0.0001
127.0.0.1:39010            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.245937000         0.0001
192.168.1.16:42748         <-> 103.120.90.33:30160              1 66 bytes        1 80 bytes        2 146 bytes    30.330420000         0.0428
192.168.1.16:41080         <-> 103.45.129.234:30160             1 66 bytes        1 80 bytes        2 146 bytes    30.332558000         0.0399
192.168.1.16:40468         <-> 134.175.59.242:30122             0 0 bytes         2 160 bytes       2 160 bytes    30.475478000         1.0006
127.0.0.1:39078            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    30.582236000         0.0001
127.0.0.1:39082            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.004663000         0.0002
127.0.0.1:39084            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.007397000         0.0001
127.0.0.1:39086            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.247327000         0.0002
127.0.0.1:39088            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.248930000         0.0001
127.0.0.1:39090            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.250145000         0.0001
192.168.1.16:39128         <-> 103.120.90.51:30138              1 66 bytes        1 80 bytes        2 146 bytes    31.328601000         0.0308
127.0.0.1:39108            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    31.585578000         0.0000
127.0.0.1:39114            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.008589000         0.0001
127.0.0.1:39116            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.014201000         0.0001
127.0.0.1:39118            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.253251000         0.0001
127.0.0.1:39120            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.253507000         0.0001
127.0.0.1:39122            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.253847000         0.0000
127.0.0.1:39144            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    32.589200000         0.0000
127.0.0.1:39164            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.015980000         0.0001
127.0.0.1:39166            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.021894000         0.0001
192.168.1.16:40554         <-> 103.45.129.234:30122             1 66 bytes        1 80 bytes        2 146 bytes    33.158683000         0.0299
192.168.1.16:42826         <-> 103.120.90.85:30122              1 66 bytes        1 80 bytes        2 146 bytes    33.189813000         0.0906
127.0.0.1:39196            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.257408000         0.0002
127.0.0.1:39198            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.257574000         0.0001
127.0.0.1:39200            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.257852000         0.0001
127.0.0.1:39202            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    33.573734000         0.0001
127.0.0.1:39218            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.024750000         0.0002
127.0.0.1:39220            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.026856000         0.0001
127.0.0.1:39222            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.261675000         0.0001
127.0.0.1:39224            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.262558000         0.0001
127.0.0.1:39226            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.264294000         0.0001
127.0.0.1:39228            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    34.577454000         0.0001
127.0.0.1:39232            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.029737000         0.0001
127.0.0.1:39234            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.033691000         0.0001
127.0.0.1:39236            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.267665000         0.0001
127.0.0.1:39238            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.268441000         0.0001
127.0.0.1:39240            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.269061000         0.0000
127.0.0.1:39248            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    35.582164000         0.0001
192.168.1.16:40628         <-> 103.45.129.234:30146             1 66 bytes        1 80 bytes        2 146 bytes    35.788225000         0.0329
192.168.1.16:42156         <-> 103.120.90.46:30146              1 66 bytes        1 80 bytes        2 146 bytes    35.821879000         0.0314
127.0.0.1:39308            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.037697000         0.0001
127.0.0.1:39310            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.041834000         0.0001
192.168.1.16:41768         <-> 103.45.129.234:30138             1 66 bytes        1 80 bytes        2 146 bytes    36.210821000         0.0277
127.0.0.1:39338            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.271829000         0.0001
127.0.0.1:39340            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.272402000         0.0000
127.0.0.1:39342            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.273788000         0.0001
192.168.1.16:39380         <-> 103.120.90.51:30138              1 66 bytes        1 80 bytes        2 146 bytes    36.277875000         0.0307
127.0.0.1:39370            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    36.589231000         0.0002
127.0.0.1:39372            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.044288000         0.0001
127.0.0.1:39374            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.048934000         0.0001
127.0.0.1:39390            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.275149000         0.0001
127.0.0.1:39392            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.275151000         0.0001
127.0.0.1:39396            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.276379000         0.0001
127.0.0.1:39406            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    37.594350000         0.0002
127.0.0.1:39408            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.052640000         0.0002
127.0.0.1:39410            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.055552000         0.0001
127.0.0.1:39424            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.280675000         0.0001
127.0.0.1:39426            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.280909000         0.0000
127.0.0.1:39428            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.285704000         0.0001
192.168.1.16:38544         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    38.382753000         0.0304
192.168.1.16:38546         <-> 103.45.129.234:30145             1 66 bytes        1 80 bytes        2 146 bytes    38.414611000         0.0312
127.0.0.1:39452            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    38.573758000         0.0001
192.168.1.16:43188         <-> 103.120.90.33:30160              1 66 bytes        1 80 bytes        2 146 bytes    38.935422000         0.0365
192.168.1.16:41510         <-> 103.45.129.234:30160             1 66 bytes        1 80 bytes        2 146 bytes    39.000108000         0.0337
127.0.0.1:39490            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.057608000         0.0001
127.0.0.1:39494            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.060292000         0.0001
127.0.0.1:39498            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.284421000         0.0002
127.0.0.1:39500            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.284552000         0.0001
127.0.0.1:39502            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.294467000         0.0001
192.168.1.16:42388         <-> 103.120.90.46:30146              1 66 bytes        1 80 bytes        2 146 bytes    39.474005000         0.0326
192.168.1.16:40878         <-> 103.45.129.234:30146             1 66 bytes        1 80 bytes        2 146 bytes    39.477151000         0.0325
127.0.0.1:39564            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    39.577447000         0.0001
127.0.0.1:39574            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.061232000         0.0002
127.0.0.1:39576            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.067144000         0.0001
127.0.0.1:39592            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.287322000         0.0001
127.0.0.1:39594            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.289965000         0.0001
127.0.0.1:39596            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.297545000         0.0001
127.0.0.1:39604            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    40.581926000         0.0001
127.0.0.1:39608            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.069654000         0.0001
127.0.0.1:39610            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.074281000         0.0001
127.0.0.1:39612            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.290711000         0.0001
127.0.0.1:39614            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.292092000         0.0001
127.0.0.1:39616            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.300400000         0.0001
192.168.1.16:39654         <-> 103.120.90.51:30138              1 66 bytes        1 80 bytes        2 146 bytes    41.511396000         0.0362
127.0.0.1:39624            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    41.586599000         0.0001
127.0.0.1:39642            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.074390000         0.0001
127.0.0.1:39644            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.080892000         0.0001
127.0.0.1:39646            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.294434000         0.0001
127.0.0.1:39648            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.294434000         0.0001
127.0.0.1:39650            <-> 127.0.0.1:31818                  1 60 bytes        1 80 bytes        2 140 bytes    42.303330000         0.0001
